UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
28513,73465,"Leicestershire, England",27-03-2020,For everyone helping to fight and keep us safe Nurses carers doctors bus drivers supermarket staff thank you all,Extremely Positive
28514,73466,CA- from Mountains to the Sea,27-03-2020,Thank you to our farmers ranchers grocery store workers truck drivers amp everyone working hard to keep our families healthy and fed  ,Positive
28515,73467,"Bengaluru, India",27-03-2020,"Latest Updates:-
*Coronavirus effect: Smartphone, consumer appliance companies extend product warranties

Coal India relaxes payment terms, reschedule e-auctions

Sensex ends 1,400 pts up, Nifty above 8,600 after FM unveils relief package

#coronavirus #coal #Sensex #rbigovernor https://t.co/H3dUxh4kQk",Extremely Positive
28517,73469,Ny ,27-03-2020,Woman charged after allegedly coughing on food at GerrityÃ¢??s Supermarket https://t.co/dHzbLuJkzZ #CoronaVillains #coronavirus #COVID2019 #COVIDIDIOT #NEWS,Negative
28519,73471,"San Francisco, CA",27-03-2020,"Grocery store workers, deemed essential, are working on the front lines during the #coronavirus pandemic. @UFCW5 says one member lost their life to COVID-19. TheyÂve recently won some protections for the risk their work exposes them to. Hear more: https://t.co/ukRds5cGYi https://t.co/kfkCBC0hkN",Negative
28520,73472,Northampton,27-03-2020,"Feels like a good time to remind everyone that the immigrant population of this country hugely contributes to the backbone of key workers- 

From NHS staff to the supermarket check out workers.

Appreciate them. #coronavirus",Extremely Positive
28521,73473,Colorado,27-03-2020,"I went to my local Colorado supermarket today wearing an N95 mask &amp; gloves and someone I walked by let out an authentically shocked gasp. IÂve been doing this for weeks because IÂd rather take precautions but many Americans still in blind denial. 

#coloradoshutdown #coronavirus",Extremely Negative
28523,73475,"Cleveland, Ohio",27-03-2020,"Woman claims sheÂs ill, intentionally coughs on Pa. grocery storeÂs food, police say https://t.co/unVoamigsz #pennsylvania #coronavirus",Negative
28525,73477,,27-03-2020,The Supermarkets are hypocrites they played to the online activists for profit by banning the single use bag now they are jacking up the cost of food hidden behind this current panic buying situation They can afford to give us bags,Positive
28526,73478,"England, United Kingdom",27-03-2020,"#Coronavirus: watchdog wants to know when suppliers hike prices, shouldn't just be firms to alert the @CMAgovUK but the public as well.  https://t.co/2LkyX8PV44",Positive
28529,73481,Harrow London,27-03-2020,"@Ocado and @Morrisons have no delivery slots available at all for March or April in the Harrow area. ???

#onlinedelivery #onlineshopping #Food #coronavirus #coronavirusuk #COVID19 #covid19UK #Harrow #Supermarkets #Supermarket #londonlockdown #lockdow",Negative
28530,73482,Harrow London,27-03-2020,"@sainsburys @MattHancock @BorisJohnson @PHE_uk @piersmorgan @MayorofLondon @mrjamesob @SkyNews @LBCNews @JonAshworth @DailyMailUK @Ocado and @Morrisons have no delivery slots available at all for March or April in the Harrow area. ? 

#Ocado #Morrison",Negative
28531,73483,"Austin, TX",27-03-2020,A grocery store was war gaming the at the same time the President of the United States was calling it a hoax,Negative
28533,73485,where else?,27-03-2020,Scammers could send fake text alerts purporting to be official Government updates such as the one sent this week Number 10 has warned If you see others claiming to be from the us they re false   it said,Negative
28534,73486,,27-03-2020,"@Kolinagirl @DonaldJTrumpJr Capital will always flow where it multiplies and that is an will stay #china because they can provide the best price and after #covid19 they can make prices cheaper to win back their customers.
That's how #CAPITALISM is.
At",Extremely Positive
28535,73487,Australia,27-03-2020, QUICK NEWS CATCHUP  Gold prices fail to hold onto the previous day s gains step back to 1 626 amid the Asian session on Fri Watch prices Read the news,Negative
28536,73488,Australia,27-03-2020,now has the highest number of confirmed cases in the world Noon prices 2 2 92 86 405 Watch these prices closely,Negative
28537,73489,United States,27-03-2020,"trump doesn't have the capacity to listen to, synthesize, &amp; internalize information that does not immediately serve his greatest needs: praise, fealty, adoration.
Trump Is Haggling Over Ventilator Prices While #Coronavirus Patients Die https://t.co/FREIX4BGsz via @intelligencer",Extremely Positive
28538,73490,Malaysia,27-03-2020,"4 Ways #coronavirus is affecting Amazon sellers :

1) Amazon is #prioritizing essential goods over non-essentials for deliveries
2) The global #supplychain has been disrupted
3) Consumer #spending is declining
4) Working from #home is becoming the norm

https://t.co/CDUYzM1W2n",Positive
28539,73491,Los Angeles,27-03-2020,"IÂm upset, IÂm sad, the number keeps rising and I knew it would. I donÂt want to go the grocery store or do laundry. I donÂt want to go outside! I just want this to be over!! ?#coronavirus",Negative
28540,73492,Los Angeles,27-03-2020,Grocery store loses $35K in food after woman's coronavirus prank https://t.co/apkPjckvPK #StupidIsAsStupidDoes #coronavirus #virus #Pennsylvania #Gerrityssupermarket #supermarket #hoarding #food #waste #pandemic #China #TrumpVirus #TrumpIncompetence #TrumpJoke #TrumpSucks,Negative
28541,73493,,27-03-2020,On every Facebook post offering a discount for NHS workers I guarantee there is someone making it a fucking competition What about supermarket workers What about bus drivers What about postmen Why can t we just think Oh what a nice gesture 19,Positive
28542,73494,Global newsroom,27-03-2020,"@VedantaLimited is likely to experience a substantial credit profile deterioration in the coming 12-18 months because of the collapse in commodity prices.

Click here for the full report: https://t.co/7Qd62EaKxH

#oilandgas #creditreport #coronavi",Positive
28543,73495,UK,27-03-2020,When you see that one guy in the supermarket pick his nose and touch the trolley again... You've got to be joking right? #coronavirus #BelgiumLockdown,Positive
28544,73496,"San Francisco, CA",27-03-2020,"@AzizHayat @RobWhite_UK @SolarCycle_25 @Jason You should send that to the #Coronavirus task force. Trump donÂt care lol. HeÂs more focused on reopening the economy that slowing exponential growth. Went to the grocery store today, nobody was 6 feet apart",Extremely Positive
28545,73497,Wolves to London,27-03-2020,"slowly getting to the right place on supermarket home deliveries for the elderly and vulnerable people. not easy to do but the right thing to do. #coronavirus
https://t.co/KIfiyRjNqD",Negative
28546,73498,"Bern, Switzerland",27-03-2020,"This is how one big Bern supermarket is coping. Marked spaces outside for the queue to get in (no of customers in each shop is limited), baskets &amp; trolleys disinfected after use, marked 2m distances at each till. It works very well. No crowds. No panic buying. #coronavirus https://t.co/1h6yRkXE59",Extremely Negative
28547,73499,Singapore,27-03-2020,#Coronavirus: US egg prices hit record levels as pandemic buying boosts demand. #StayAtHomeSaveLives,Positive
28548,73500,"Ilorin, Nigeria",27-03-2020,THIS IS A CRISIS AND NOT AN OPPORTUNITY TO MAKE HUGE PROFIT Merchants need to STOP HIKING PRICES We must unite to fight this deadly Virus,Extremely Negative
28549,73501,,27-03-2020,Coronavirus Update Supply Chain Food Shortages Stock Market and Preparedness 19,Negative
28550,73502,Ottawa,27-03-2020,Oshawa Ontario grocery store worker dies after being diagnosed with the virus and Toronto police officers now ride alone as 2 cop cruiser patrols are scaled down About 400 officers are in self isolation due to recent travel outside,Negative
28551,73503,#Hoddesdon #Herts #England,27-03-2020,to supermarket and retail staff across our city who are working so hard at the moment thank you To Londoners please listen to their message and be considerate when you shop If we all do this then we can make sure we have enough for everyone,Extremely Positive
28552,73504,"Yorkshire, UK",27-03-2020,@sheffieldlamby My cousin and aunty and many other members of my extended family live there. My aunty works at Asda and my cousin works for another supermarket but is currently in isolation as her friend's husband has #CoronaVirus,Positive
28555,73507,University of Birmingham,27-03-2020,"Friday #Syria Daily: #Coronavirus Adds to Residents' Economic Woes in #Damascus 

https://t.co/M9y99bKzHI

(h/t @Ammar_Hamou &amp; @SyriaDirect) https://t.co/XMXHA3hvvM",Negative
28556,73508,Global,27-03-2020,#GAS - Bears keep control of European spot gas prices as demand is expected to remain below seasonal norms due to #coronavirus-driven cuts in industrial and commercial sectors despite cold weather forecasts for next week. https://t.co/EzLj4TWvqv,Negative
28557,73509,sales@esmmagazine.com,27-03-2020,"French #consumerconfidence dipped at the start of March, before the government imposed a nationwide lockdown over the #coronavirus outbreak, a monthly survey showed on Friday. @InseeFr 
https://t.co/7BkCCKCW5B",Negative
28558,73510,"Gernsbach, Germany",27-03-2020,"40 per cent of waste paper sorting plants in France are closed, supply shortfall and rising prices for recovered paper expected #wastepaper #recoveredpaper #Coronavirus #COVID19 https://t.co/QwYnzLQRfw",Negative
28559,73511,"Cincinnati, OH",27-03-2020,"The Quarantine Times... True story.
I thought IÂd poke a little fun. Have a little laugh instead of a cry. 

PattyÂs grocery store run.

#coronavirus #covid19 #quarantaine #quarantinelife #quarantineandchill https://t.co/e3Y1DgZnno",Extremely Positive
28560,73512,Emerald Group Publishing,27-03-2020,From @manojkdora in @ConversationUK explaining why people don't need to worry if they are seeing empty shelves in supermarkets #SupplyChains #Food #UK #coronavirus #Stock #Logistics https://t.co/zfva9iSSLL,Negative
28561,73513,Bristol/London,27-03-2020,@PwC_UK's consumer sentiment survey unsurprisingly shows a significant hit in confidence due to #coronavirus - but figures are yet to fall to levels seen following the 2008 crisis. More #Covid19 updates and comment for UK businesses here https://t.co/7gAO,Extremely Negative
28562,73514,"Bristol, UK",27-03-2020,Bristol @Memorial_Wood has lowered prices and is providing solutions for those who are no longer allowed to gather friends and family together as they would wish when a loved one dies. Find out more from our latest piece of coverage: https://t.co/sr228fEzos #Coronavirus #Bristol,Extremely Positive
28564,73516,China,27-03-2020,House members race back to Washington amid fears the $2 trillion #coronavirus bill could be delayed. Democrat and Republican leaders suddenly believe the bill might not pass by the long-distance voice vote scheduled for Friday. @NBCNews https://t.co/X75qEPhC62,Negative
28565,73517,Virginia,27-03-2020,Staff were helpful at the supermarket this morning,Positive
28566,73518,India,27-03-2020,"#Smartphones and consumer #appliances extend #warranty, an effect of #Coronavirus https://t.co/vDHlx2rMH8 | #technology #technews #artificialintelligence #AI #ML #RPA #IndiaAwaitsCovidAid #covid19",Positive
28568,73520,"Mountain View, CA, USA",27-03-2020,"Every Â20s decade has brought roaring bull markets catalyzed by technological advances, and each has ended with a widespread collapse of share prices. #recession #coronavirus
https://t.co/U8aaDYcJpP",Negative
28569,73521,"Vashon Island, WA",27-03-2020,No seriously H E B knew amp prepared themselves for pandemic in January amp the Trump administration didn t A grocery store is run more professionally than the damn White House,Negative
28570,73522,"New York, NY London, UK",27-03-2020,"Rising Risks Of Disruptions To Global Food #Supplychains, Upside Risks To #Agriculture Prices: https://t.co/0BKrfwKeMs

#covid19 #coronavirus #countryrisk https://t.co/MWNjHqxTlW",Extremely Negative
28571,73523,"Stockport, Cheshire",27-03-2020,"Would you like restaurant quality Italian food &amp; wine delivered to your door? Wine, pasta and dried goods with no supermarket queue? We are a small business looking to diversify in these tricky times and we hope we can help you too! #covid19 #coronavirus #shoplocal #localbusiness https://t.co/ncxxvw6XVh",Extremely Positive
28572,73524,southern Calif. (NO DMs),27-03-2020,"Who knew the apocalypse
begins in the grocery store
where ppl R fighting
over the last roll of toilet paper?
the thin veneer of civilization
ripped away by craven
fearful greedy shoppers
Yet there are no hand wipes
for cleansing yr diseased 
greedy souls
#poems #poet #coronavirus",Extremely Negative
28574,73526,,27-03-2020,Coles has told shoppers to pack their own groceries to limit the spread of as the supermarket giant unveiled new rules aimed at keeping shoppers and staff safe in stores,Positive
28575,73527,Playing Cool Games Since ATARI,27-03-2020,A store threw out 35 000 in that a woman intentionally coughed on sparking fears police said,Negative
28576,73528,"New Delhi, India",27-03-2020,India on lockdown...I'm more worried by death by hunger than sickness...This social distancing crap sounds good but it won't fill my stomach... Vegetable prices are hiking up amidst this pandemic.  #Coronavirus,Positive
28577,73529,"Norwich, UK",27-03-2020,"#Coronavirus lessons for #resilience (or not) of food systems. Very important for dealing with future #cliamtechange &amp; other shocks. 

 'Âjust in timeÂ supply chains ... struggling to cope with a sudden surge in demand since Covid-19 took hold.""

https://t.co/fhzyDVvD97",Negative
28581,73533,The Garden of England,27-03-2020,"Supermarket queue my friendÂs in right now. See the ambulance crew and elderly. Stores all doing their best. Public trying to buy essentials. What can be done?

Scary times. #coronavirus https://t.co/wHzTEGGDM2",Extremely Positive
28583,73535,"51.739285,-3.373518",27-03-2020,"IsnÂt it strange that in just one week, the whole planet has realised that doctors, nurses, shopkeepers, teachers, supermarket staff and delivery drivers and far more important than footballers, actors and celebrities #covid19 #coronavirus #nhs",Positive
28584,73536,West coast,27-03-2020,The is singing the praises of grocery store clerks and delivery drivers as some of the frontline heroes of this outbreak Those people deserve more than hollow praise They deserve a national 15 hr minimum wage and quality healthcare,Extremely Positive
28585,73537,,27-03-2020,"Despite the Government imposed price cap, #masks and #sanitisers are either out of stock in the market or being sold at prices above the MRPs
#coronavirus #coronalockdown #COVID2019

More news@ https://t.co/NJ8E0ZJzb2 https://t.co/6odqLHUBfC",Positive
28586,73538,"Quebec, c",27-03-2020,"YES !!!!  I do this also. Everything you bring home from the grocery store , WASH ALL. CANNED GOOD. BOXES.  PACKAGES. FRUITS/ VEGGIES. ALL. WASH ALL.  Anything you bring home from any store, WASH. WASH. WASH.    #DrOz ?   #coronavirus #COVID19 #germs",Extremely Positive
28587,73539,"Yorkshire Post, Leeds",27-03-2020,"#Leeds-based Asda has today announced that it is extending its support for staff who are affected by #coronavirus and need to self-isolate. 
https://t.co/OdMjLIkcrL",Positive
28588,73540,,27-03-2020,People if you can t get a test get a mask If you can t get a mask make it yourself It s late but not too late Better look stupid than sorry,Extremely Negative
28589,73541,??? ??????? ?????? ?? ??? ????,27-03-2020,"In times of crisis, like #COVID_19 pandemic, people hoard essential commodities and hike prices. We produced Hand sanitizer according to WHO's specifications, guidelines and recommendations and distributed free,  to the university community and staff on essential duties. https://t.co/C3oecz7EHT",Positive
28590,73542,"Chester, England",27-03-2020,Why not sign up to Trevors Click and collect service place your order online and collect from our depot no stress of going to the supermarket no stress re social distancing,Extremely Negative
28591,73543,"Kokkola/Suomi, Karleby/Finland",27-03-2020,"US #Coronavirus: Food worth $35,000 'deliberately' coughed on in supermarket https://t.co/zA1hlewHrx",Positive
28592,73544,"Birmingham, England",27-03-2020,"KingÂs Heath station sells petrol for Â£1 a litre as oil prices crash due to #coronavirus crisis...

https://t.co/48S9rXgMCw",Extremely Negative
28593,73545,Johannesburg,27-03-2020,".@CommsZA prioritises streaming of public announcements, prohibits mobile data prices and mobile number portability during lockdown. #CoronavirusPandemic #COVID19 #Covid_19 https://t.co/TZlYFv3T3w",Positive
28594,73546,"Atlanta, GA",27-03-2020,  are the latest cutting off all communication to customers allowing double bookings on properties and doubling rental property prices and then offering  50 off  the 2x price Sad FYI,Negative
28595,73547,Sri Lanka,27-03-2020,If you re going to raid supermarkets on Tuesday hold on a second Don t ignore your local grocery store or the small boutique shop in your town close to your house This is a time when they need your help more than ever      ,Positive
28596,73548,Australia,27-03-2020,"Roles available across supermarkets, e-commerce, supply chain and drinks, while the Group also announces rental relief for shopping centre tenants. @woolworths #coronavirus #covid https://t.co/9i7iesdUMb",Positive
28597,73549,,27-03-2020,"Treasury Secretary Steven Mnuchin said the U.S. needs to buy even more #oil at today's low prices, possibly as much as $10 to $20 billion. #bigoil #oilfunding #oilfunds #20billion #coronavirus #COVID2019 #COVID19 #CornavirusOutbreak #CoronavirusPandemic 
https://t.co/MTapb4OTAY",Negative
28598,73550,Bangladesh,27-03-2020,"Since #Covid19 can last for days on certain surfaces, this particular information I believe will assist many.

#Coronavirus #Covid19 #retail #supermarket #trading disinfection #healthandsafety

Coronavirus: How To Disinfect #Groceries &amp; #Takeout #Food https://t.co/MN9qi5hsdS https://t.co/tzEUxZ09Ta",Positive
28599,73551,The World,27-03-2020,This message is strictly for profiteers buying up all the toilet paper to sell at outrageously inflated prices on Craigslist etc We ve arranged for off duty cops in regular clothes to be the pick up amp arrest you for a test case,Negative
28602,73554,Maui,27-03-2020,The ÂgoodÂthing abt #coronavirus #economiccrisis is as someone who follows many items on #ebay prices have yet to collapse on used items. Partially sellers are living in denial of reality.1st local #bankruptcy already happened (#Apple reseller) Prices will drop faster than stocks,Negative
28603,73555,"New York, USA",27-03-2020,"Why @realDonaldTrump must activate the DPA. Lives depend on it! #COVID_19 Gouged prices, middlemen and medical supply chaos: Why governors are so upset with Trump  https://t.co/3qYcHwen5E",Extremely Negative
28607,73559,,27-03-2020, WTF IS WRONG w PPL   Supermarket forced to throw out 35 000 of fresh food after woman purposefully coughs on it,Extremely Negative
28608,73560,,27-03-2020,@Ocado you just cancelled my brother's recurring food delivery slot. He is blind. He cannot have assistance in the supermarket because of social distancing. Please help vulnerable customers #CoronaVirus #DontWantToStarve,Negative
28609,73561,,27-03-2020,The #CoronaVirus has managed to make people civilized. Today at the grocery store there was a neat single-file line without people breathing down each others necks. Did pinch myself to make sure I wasn't dreaming.,Extremely Positive
28610,73562,,27-03-2020,Police ask carers and supermarket delivery drivers to look for signs of domestic abuse #coronavirus https://t.co/OOb9WEsWns,Extremely Negative
28611,73563,"3405 Pennsylvania Common, Fremont, California, 94536, USA",27-03-2020,"The #Coronavirus outbreak has really shaken up businesses and consumer behavior on a massive scale.

Check here: https://t.co/GslS2Apogq https://t.co/CGGU1eCQ7J",Negative
28612,73564,Gaea,27-03-2020,@realDonaldTrump Just got off the phone with a friend in the oil industry. Petroleum prices are dropping B/c the Saudis are dumping oil in the US market. Has nothing to do with #coronavirus https://t.co/YhFUF7oxtd,Positive
28613,73565,Kent,27-03-2020,"#KentTonight poll: 

Supermarket @Tesco has restricted online orders to 80 items per shopper. ??

They hope this will protect people and supplies during the #coronavirus pandemic.

But what do you think? Let us know your thoughts ?

#KentSays",Positive
28614,73566,"Jambudwipe, Bharatkhande",27-03-2020,"Dear Customer , Life Insurance prices are set to increase from 1st April, save upto Rs 1.65 lakhs by buying Term plan today! Click  https://t.co/xNoFJFIGOz

Marketing by merchants of death chaloo ahe 

#coronavirus 

MPP Merchant Peoples'Party ?",Extremely Positive
28616,73568,London,27-03-2020,"#Covid19hints. #coronavirus 

Plenty of chocolate Easter eggs in supermarkets. 

Cut them in half, thread some string. Hey presto two face delicious face masks.

 It's all on our supermarket shelves. 

Now, where are those toilet rolls?",Positive
28617,73569,London,27-03-2020,"#Covid19hints. #coronavirus 

Plenty of chocolate Easter eggs in supermarkets. Cut them in half, thread some string. Hey presto two delicious face masks. 

It's all on our supermarket shelves. 

Now, where are those toilet rolls?",Positive
28620,73572,"Memphis, TN",27-03-2020,"Every business in this country should be studying effective examples of disaster preparedness like this one. Whether it is to deal with the next pandemic or the effects of climate change, we're all going to need to learn this mindset. 
 https://t.co/VQRfYzrNlP",Positive
28621,73573,"Kinross-shire, Scotland. ",27-03-2020,"Yesterday we took around 50 calls for help with prescriptions &amp; shopping &amp; dozens of requests via our online form. Here are 2 of our lovely volunteers in action!
#thecourieruk #coronavirus #coronavirusuk #COVID19 #kinross #covid19UK #Selfisolationhelp #communitysupport https://t.co/gyu1MQh3m6",Extremely Positive
28622,73574,"Toronto, Ontario",27-03-2020,"@PusaterisFoods Absolutely disgusted how you continue to rip off #Canadians even in the midst of the #coronavirus pandemic that threatens the mere existence of mankind.

@fordnation slams high-end #Toronto grocery store for selling $30 #Lysol wipes ht",Extremely Negative
28624,73576,,27-03-2020,On to go into the supermarket you have to wash your hands To use the buffet you have to wear a glove on the hand you use to grab the spoon,Positive
28625,73577,"Western Australia, Australia",27-03-2020,"I'm on the fence with @qatarairways. 
A) I want people to go home to their countries/families. B) But flights risk spreading the virus further. C) Also, these cunts are clearly profiteering. Look at the prices.
#QatarAirways #coronavirusaustralia #coronavirus #COVIDIOTS #auspol",Extremely Negative
28626,73578,"Hollywood, California",27-03-2020,"Not as crazy as it was a few days ago at the supermarket. Be safe everyone and stay home to have a better tomorrow. 
#coronavirus",Extremely Positive
28627,73579,Canada,27-03-2020,Seeing my mom in the grocery store and I cant even give her a hug  ,Positive
28628,73580,"Mumbai, India",27-03-2020,"Fall in Crude Oil Prices Could Help Ease Inflation, Says RBI Governor Shaktikanta Das #Coronavirus #COVID19 https://t.co/1uN6LQ9snJ",Positive
28629,73581,"Peterborough, England",27-03-2020,"To all my nurse friends, teachers, doctors, pharmacists, healthcares, carers, supermarket staff, police, firefighters, delivery drivers &amp; so many more xo ??? #bekind #stayhome #covid_19 #wereallinthistogether https://t.co/cedmcoja4N",Positive
28630,73582,the Interwebz,27-03-2020,I d like a new version of I Hear America Singing by I d sing of truck drivers medical staff hospital janitors grocery store clerks farmers garbage collectors postal workers Those Americans who have been amp will hold us together,Positive
28632,73584,"Toronto, Ontario",27-03-2020,"credit card tapping, new technologies like DysonÂs ventilators as well as gas prices dropping. 2. But most importantly, countries working together to help one another get through this hard time! #COVID2019 #lockdown #coronavirus #COVID19",Extremely Positive
28633,73585,"Uganda, Mukono",27-03-2020,"#coronavirus: @KagutaMuseveni blames retailers for hiking commodity prices as he dines and wines with cartel bosses

@OfwonoOpondo @CapitalFMUganda @UGIndependent @DailyMonitor @lindahNabusayi @JaneRuth_Aceng  
https://t.co/2VcJl8LoNJ https://t.co/YBWehlIL5K",Negative
28634,73586,"London, England",27-03-2020,We wanted to see how consumers are feeling so updated our long running UK Consumer Sentiment Index last weekend - whilst confidence has fallen rapidly since December it is not as bad as the last recession - see my summary below #coronavirus  @kien1974 @PwC_UK https://t.co/NgLxHMYC50,Positive
28635,73587,,27-03-2020,The high demand for eggs in the United States has tripled the price since the beginning of the month. Wholesale requested $ 3.09 for a dozen midwest large yesterday. #Eggprices #Wholesale #Inflation #GreatDepression #Coronavirus #USA https://t.co/tMZKNfgCa7,Positive
28636,73588,"Los Angeles, CA",27-03-2020,#Work #Labor #Pandemic #Coronavirus #COVID?19 --&gt; Workers Are More Valuable Than CEOs https://t.co/buoyMHw5Sl,Extremely Positive
28637,73589,,27-03-2020,"Look at these cheap oil and gas prices when I have no where to go..

#coronavirus",Negative
28638,73590,,27-03-2020,"The US government could have done a way better job to contain this! Close fast food it's not essential, make pharmacies such as CVS/Walgreens drive through only and Don't allow people to leave their homes. Has enough time to stock up #CoronaLockdown #coronavirus",Positive
28639,73591,"NSW, QLD, VIC",27-03-2020,"The Australian Competition and Consumer Commission (ACCC) has granted supermarkets, banks, airlines and medical technology companies interim authorisations in response to the COVID-19 pandemic. #mkinsights #accc #covid19 #coronavirus
https://t.co/Tb4HqCeCv8",Positive
28641,73593,"Miami, FL",27-03-2020,You can make a whole grocery store list and make it to the store nothing on your list is available to purchase all sold out !! ItÂs like whatÂs the point this #coronavirus got ppl buying anything they see itÂs seems. This shit is crazy Yo,Extremely Negative
28646,73598,"New York, NY",27-03-2020,My latest Some truckers are leery of hauling grocery shipments into New York City and nearby areas hard hit by the as demand for food has surged via,Negative
28647,73599,"Los Angeles, CA",27-03-2020,The only good thing coming out of this Look at these prices  ,Positive
28649,73601,"Saint Louis, Missouri ",27-03-2020,"""Buyers have paid huge premiums to secure loads.""

Egg prices are skyrocketing because of #coronavirus panic shopping https://t.co/UZj6Wt4ljB via @WVTM13  #Food #Eggs",Positive
28650,73602,,27-03-2020,"@awaitinggaia I have been self isolating for two weeks now. I have told my wife I don't want her to go shopping and risk catching #coronavirus, standing in queues, due to people panic buying. When we have run out of food, hopefully matters will have calme",Negative
28651,73603,TalkRADIO,27-03-2020,I m on day 7 of my lockdown Been out for a walk each day whilst avoiding people one trip to the supermarket and one to pick up a prescription My personal  Wine Lake  is taking one hell of a hammering,Extremely Negative
28653,73605,"Morehead, KY",27-03-2020,"Notice a bunch of polls either calling a huge number of landlines, or hiding their methodology are saying Trumps approval is up? Media executives get stock bonuses. Trump wants to force people back to work to get stock prices up. Media executives are helping Trump.
#coronavirus",Extremely Positive
28654,73606,On Gadigal land,27-03-2020,"I wonder how many people will become agoraphobic as this emergency continues. Last Friday I was gloomy about isolation, living alone as I do. This Friday, the cupboard's bare and I'm trying to persuade myself to get up and out to the supermarket. I don't want to, Mum
#coronavirus https://t.co/PQofZ4Mbd5",Extremely Negative
28655,73607,,27-03-2020,Going to the supermarket these days looks a lot like robbing a bank... #type1diabetes #diabetes #coronavirus #immunocompromised https://t.co/0ZzVDwEWcV,Positive
28656,73608,Richmond,27-03-2020,"""Supermarkets and their suppliers are so used to operating on a hairÂs breadth inventory model that when a black swan event like #coronavirus floats in, the system collapses...""
https://t.co/Gant3HfZPT",Positive
28657,73609,"Orlando, FL",27-03-2020,Day #10 of Quarantine (3/26/20): tonight at 11pn begins our county lockdown and IÂm not going to DC because of this whole ordeal. Probably safer this way but made my final trip to the grocery store and finally watched Hobbs &amp; Shaw! #coronavirus,Positive
28659,73611,"New York, USA",27-03-2020,"Will #US #Airlines #Survive the #Coronavirus #Pandemic?
The golden age for airlines could be ending thanks to the spike in worldwide cases of COVID-19. A drop in crude prices would normally be a positive for airlines. 

https://t.co/Lwi588oveL",Positive
28660,73612,Toronto.Lagos,27-03-2020,With all this chaos going on with I m still sat waiting for flight prices to drop,Extremely Negative
28661,73613,United States,27-03-2020,Online shopping from a great selection at FREE Shipping by Mthingz Store. Shop Now!! Stay Home &amp; Be Safe we deliver at your door steps #Coronavirus https://t.co/L5eo3YsV0C,Extremely Positive
28662,73614,"New York, NY",27-03-2020,"What began as a form of ""six degrees of separation"" has turned closer and more grim as coronavirus infects more and more people. That's most evident in New York City Â home to more than one-third of the COVID-19 cases in the U.S. https://t.co/3bvbhZeqem",Extremely Negative
28663,73615,"New York, USA",27-03-2020,"$NFI Group slashed their dividend 50% b/c the #coronavirus.  For investors, prices can rise when keeping retained earnings.  For dividend chasers, NFI's dividend has never been stable.  In 2012 NFI also slashed their dividend 32%.

From $61 to $16. There's better out there! https://t.co/d7isMiBVka",Negative
28664,73616,New grid. Who dis??,27-03-2020,"Guess who doin dumb shit like coughing on food in the grocery store, and licking their nasty ass tongue on products in stores?!? Just guess. IÂll wait.... #coronavirus #COVID19 https://t.co/hnSkRAzEWQ",Extremely Negative
28665,73617,Silicon Valley,27-03-2020,"This demo highlights our #Coronavirus Conversation microsite (https://t.co/6Zo5H0lKGR) that uses our NetBase and Quid platforms to discover consumer and marketing intelligence to display #trending topics related to #COVID19 and its impact on different industries.

#TrendAnalysis https://t.co/K0nvKENVFI",Positive
28666,73618,,27-03-2020,"Food worth $35,000 'deliberately' coughed on in supermarket #coronavirus #COVID19 #COVID?19 #???????????? #??????? #Covid_19 #corona #CoronavirusOutbreak #prepper #survival #bushcraft #RT #follow https://t.co/EQFpFNvoVL",Positive
28667,73619,,27-03-2020,Coronavirus: Supermarket shoppers 'keep calm' and queue #coronavirus #COVID19 #COVID?19 #???????????? #??????? #Covid_19 #corona #CoronavirusOutbreak #prepper #survival #bushcraft #RT #follow https://t.co/S4D40PZ2EX,Positive
28668,73620,On Your Timeline,27-03-2020,#Trump Is Haggling Over Ventilator Prices While #Coronavirus Patients Die https://t.co/O0PMh1eeSu https://t.co/lerk4G5qAA (via@intelligencer),Negative
28670,73622,,27-03-2020,10 tips to avoid becoming a #fraud victim during the #coronavirus pandemic from @ABABankers --&gt; https://t.co/ehmvUC6YXz,Negative
28673,73625,,27-03-2020,Restaurants and grocery stores are the worst on a good day.  Restaurant and grocery store workers are always going to work sick.  They don't have sick leave evidently.   #Coronavirus,Extremely Negative
28676,73628,"-15.78499, 35.00854",27-03-2020,Kinda companies that don t care much about its clientele Reduce the prices for data bundle s if you so wish that your customers stay home amp aren t infected with,Positive
28677,73629,With Nature In Cumbria,27-03-2020,"I've been wiping down every item of food I bring into my house since beginning of March ? 
Use anti-bac wipes Or some spray &amp; a bit of kitchen towel. Clean surfaces when finished and.... #WashYourHands 

Food #Terrorism - Jail the sicko
#coronavirus

-https://t.co/i3mrai6I70",Positive
28678,73630,Fully Updated Book!,27-03-2020,Investors buying beaten-down consumer related stocks because they expect a return to normal after the #Coronavirus emergency ends will lose a lot of money. Prior to the crisis the consumer was kept alive with debt. That lifeline is gone so America's consumer economy is dead!,Extremely Negative
28679,73631,,27-03-2020,"Mahavir Temple trust 1 crore,
Mahamaya Temple trust 5 lac,
Tibetan baudhist temple donating,
#RSS giving food stock door to door, 
What #Christianmissionaries, Muslim groups doing?
Nothing but only spreading panic to convert #Hindu #Hindutva #COVID19 #coronavirus #India https://t.co/JF73CSxBLd",Negative
